Product Name,Current Price,Old Price,Rating
"Mabox Hyaluronic Acid,Vitamin C&E Anti- Aging Serum",KSh 700,N/A,N/A
"Mabox Hyaluronic Acid,Vitamin C&E Anti- Aging Serum",KSh 800,N/A,5 out of 5
"Dr. Organic Guava Eye Serum- Advanced Vitamin C,  Brighten & Illuminate Area Around Eyes","KSh 4,190","KSh 5,790",N/A
Fruit Of The Wokali Collagen Anti-Aging Serum & Whitening - 40ml---,KSh 570,"KSh 1,000",5 out of 5
Fruit Of Wokali Anti-Aging Serum Collagen,KSh 699,KSh 999,5 out of 5
Fruit Of Wokali Anti-Aging Serum Collagen,KSh 999,"KSh 1,900",N/A
Fruit Of Wokali Anti-Aging Serum Collagen,KSh 999,"KSh 1,800",N/A
Collagen Fruit Of Wokali Anti-Aging Serum ,KSh 749,KSh 999,N/A
Fruit Of Wokali Anti-Aging Serum Collagen,KSh 799,KSh 999,N/A
Fruit Of Wokali Anti-Aging Serum Collagen,KSh 699,KSh 700,N/A
Fruit Of The Wokali Collagen Anti-Aging Serum & Whitening,KSh 900,"KSh 1,100",N/A
Csk 90pcs Vitamin E Essence Capsules Anti-aging Serum Spot Acne Removing Whitening Cream Essence VE Facial Freckle Capsule,KSh 288,N/A,4.8 out of 5
Csk 90pcs Vitamin E Essence Capsules Anti-aging Serum Spot Acne Removing Whitening Cream Essence VE Facial Freckle Capsule,KSh 288,N/A,N/A
Csk 90pcs Vitamin E Essence Capsules Anti-aging Serum Spot Acne Removing Whitening Cream Essence VE Facial Freckle Capsule,KSh 288,N/A,5 out of 5
Csk 90pcs Vitamin E Essence Capsules Anti-aging Serum Spot Acne Removing Whitening Cream Essence VE Facial Freckle Capsule,KSh 288,N/A,5 out of 5
Csk 90pcs Vitamin E Essence Capsules Anti-aging Serum Spot Acne Removing Whitening Cream Essence VE Facial Freckle Capsule,KSh 288,N/A,5 out of 5
Csk 90pcs Vitamin E Essence Capsules Anti-aging Serum Spot Acne Removing Whitening Cream Essence VE Facial Freckle Capsule,KSh 288,N/A,3.3 out of 5
Csk 90pcs Vitamin E Essence Capsules Anti-aging Serum Spot Acne Removing Whitening Cream Essence VE Facial Freckle Capsule,KSh 288,N/A,N/A
Csk 90pcs Vitamin E Essence Capsules Anti-aging Serum Spot Acne Removing Whitening Cream Essence VE Facial Freckle Capsule,KSh 288,N/A,4 out of 5
"QMP Firming (Anti Wrinkle, Anti Aging, Anti Acne) Vitamin C Serum.",KSh 685,"KSh 1,200",N/A
"Dr. Organic Ageless Eye Contour Serum- Brighten & Illuminate Area Around Eyes, Firming eye serum to smooth and plump the delicate skin around the eyes.","KSh 4,090","KSh 5,790",N/A
"Dr. Organic Ageless Gift Set - A 3-step skincare set including the luxurious Ageless Cleansing Balm, Ageless Daily Hydration Gel Cream, and Ageless Eye Contour Serum","KSh 6,990","KSh 8,990",N/A
Vitamin C Dr. Rashel Face Serum + Cream + Toner 3IN1 SET,"KSh 1,299","KSh 1,700",4.8 out of 5
"Vitamin C Firming Anti Wrinkle, Anti Aging, Anti Acne, Vitamin C Serum",KSh 480,"KSh 1,000",4.8 out of 5
Vitamin C Dr. Rashel Vitamin C Face Cream+Face Serum+Eye Serum,"KSh 1,098","KSh 1,700",4.3 out of 5
"Vitamin C Face Serum Brightening,Hydrating Vitamin C Face Serum Anti-aging Facial Serum.",KSh 499,KSh 899,5 out of 5
"Vitamin C Dr. Rashel 3 IN 1 SET Face Cleanser, Serum + Cream","KSh 1,298","KSh 1,500",4.6 out of 5
Vitamin C Dr. Rashel Face Serum + Cream + Toner,"KSh 1,299","KSh 1,500",4.4 out of 5
"Vitamin C Dr. Rashel 3 IN 1 SET Face Cleanser, Serum + Cream","KSh 1,250","KSh 1,500",N/A
Vitamin C Serum Anti-wrinkles Anti-acne Anti-aging Moisturizing Brightening Face Serum,KSh 399,KSh 649,N/A
"Vitamin C Firming Anti Wrinkle, Anti Aging, Anti Acne, Face Serum",KSh 900,"KSh 1,500",4.5 out of 5
Vitamin C Infused Face Serum Moisturizing Anti-Aging Vitamin C  Brightening Serum,KSh 420,KSh 550,4.3 out of 5
"Vitamin C Firming Anti Wrinkle, Anti Aging, Anti Acne, Vitamin C Serum",KSh 474,N/A,3.9 out of 5
"Vitamin C Serum, Niacinamide 5%, Hyaluronic Acid 10%, Anti Aging Super Serum_30ML",KSh 395,KSh 550,3 out of 5
"Vitamin C Advanced Vitamin C Serum With Hyaluronic Acid Moisturizing,Brightening Facial Serum",KSh 499,KSh 899,5 out of 5
"Vitamin C Face Serum, Face Brightening, Moisturizing Hyaluronic Acid Anti Wrinkles",KSh 350,KSh 500,5 out of 5
Vitamin C Even & Matte Vitamin C Anti-Dark Spot Booster Serum With Niacinamide + Salicylic Acid 30ml,"KSh 2,499","KSh 3,280",5 out of 5
"Vitamin C Firming Anti Wrinkle,Anti Aging, Anti-Acne,Vitamin C Serum ..",KSh 489,KSh 700,N/A
"Vitamin C Face Serum Firming Anti Wrinkle,Anti Aging, Anti Acne,Vitamin C",KSh 849,"KSh 1,499",4.6 out of 5
Vitamin C Anti-acne Brightening Moisturizing Anti-aging Vitamin Face Serum Essence,KSh 399,KSh 649,1 out of 5
Vitamin C Anti-acne Anti-aging Serum Moisturizing Brightening Anti-wrinkles Hydrating Essence,KSh 499,KSh 899,N/A
Vitamin C Serum,KSh 650,"KSh 1,000",5 out of 5
Vitamin C Dr. Rashel SET 4 IN 1Face Cleanser +Serum + Cream + Eye Serum,"KSh 1,690","KSh 1,800",4.3 out of 5
"Vitamin C Face Serum, Advanced Anti Aging Serum, With Niacinamide+ Vitamin E+ Hyaluronic Acid",KSh 350,KSh 500,4.1 out of 5
"Vitamin C Face Serum Tenderness Essence, Anti Aging, Anti Wrinkles",KSh 299,KSh 400,N/A
Vitamin C Anti-aging Brightening Moisturizing Vitamin C Face Serum,KSh 349,KSh 649,N/A
"Vitamin C Dr. Rashel 3 IN 1 SET Face Cleanser, Serum + Cream","KSh 1,298","KSh 1,500",N/A
Vitamin C Dr. Rashel Face Serum + Cream + Toner,"KSh 1,299","KSh 1,500",N/A
Vitamin C Serum Anti-wrinkles Anti-acne Anti-aging Moisturizing Brightening Face Serum With Hyaluronic Acid Essence,KSh 499,KSh 649,N/A
"Vitamin C Anti Wrinkle, Anti Aging, Anti Acne, Face Serum",KSh 800,"KSh 1,000",5 out of 5
Vitamin C MÔOYAM Vitamin C - E Serum +Free Face Cream +Free Face Mask,KSh 699,"KSh 1,398",5 out of 5
"Vitamin C Firming Anti Wrinkle,aging And Acne Serum",KSh 799,"KSh 1,100",4 out of 5
"Vitamin C  Face Serum Anti Aging, Anti Acne, Best VitaminC Serum .",KSh 750,N/A,N/A
"Vitamin C QBD, Anti Wrinkle, Anti Aging, Anti Acne, Serum","KSh 1,000","KSh 1,500",3.7 out of 5
Vitamin C Dr. Rashel Face Serum + Cream + Toner,"KSh 1,299","KSh 1,500",N/A
"Vitamin C Firming Anti Wrinkle,Anti Aging, Anti-Acne,Vitamin C Serum ..",KSh 499,KSh 899,3.8 out of 5
Vitamin C Anti-Aging Brightening Serum,"KSh 1,000","KSh 1,800",4 out of 5
Vitamin C Dr. Rashel Face Serum + Cream + Toner,"KSh 1,250","KSh 1,500",N/A
Vitamin C SERUM,"KSh 1,700","KSh 1,900",N/A
"Vitamin C Firming Anti Wrinkle, Anti Aging, Anti Acne, brightening Face Serum","KSh 1,329","KSh 2,000",N/A
Vitamin C MÔOYAM Serum +Free Face Cleanser+Free Face Toner,KSh 799,"KSh 1,598",N/A
"Vitamin C Firming Anti Wrinkle, Anti Aging, Anti Acne, brightening Face Serum","KSh 1,234","KSh 2,000",N/A
"Vitamin C  Firming Anti Wrinkle, Anti Aging, Anti Acne, brightening Face Serum","KSh 1,529","KSh 2,000",N/A
Vitamin C MÔOYAM Whitening Face Serum +Cream+ Toner,"KSh 1,598",N/A,N/A
"Vitamin C QBD, Anti Wrinkle, Anti Aging, Anti Acne, Serum","KSh 2,800","KSh 3,000",N/A
"Vitamin C  Firming Anti Wrinkle,aging And Acne Serum",KSh 799,N/A,N/A
"Vitamin C Dr. Rashel 3 IN 1 SET Face Cleanser, Serum + Cream","KSh 1,298","KSh 1,500",N/A
"Vitamin C Firming Anti Wrinkle, Anti Aging, Anti Acne, brightening Face Serum","KSh 1,139","KSh 2,000",N/A
Vitamin C QBD Serum,"KSh 1,100","KSh 1,800",N/A
Vitamin C MÔOYAM Whitening Face Serum +Cream+ Toner,"KSh 1,398",N/A,N/A
"Vitamin C  Firming Anti Wrinkle, Anti Aging, Anti Acne, brightening Face Serum","KSh 1,399","KSh 2,000",N/A
"Vitamin C Firming Anti Wrinkle, Anti Aging, Anti Acne, Face Serum","KSh 20,000",N/A,N/A
"Vitamin C  Firming Anti Wrinkle, Anti Aging, Anti Acne,  Serum",KSh 674,"KSh 1,000",N/A
Vitamin C Dr. Rashel SET 4 IN 1Face Cleanser +Serum + Cream + Eye Serum,"KSh 1,690","KSh 1,800",N/A
"Vitamin C Firming Anti Wrinkle,Anti Aging, Anti-Acne Serum .",KSh 999,"KSh 1,200",N/A
Vitamin C Anti-acne Anti-aging Face Serum Moisturizing Brightening With Hyaluronic Acid Essence Serum,KSh 475,KSh 800,1 out of 5
Vitamin C BRIGHTENING SERUM,"KSh 3,000",N/A,N/A
Vitamin C MÔOYAM Whitening Serum Vitamin C - E +Face Cream,"KSh 1,198",N/A,N/A
Vitamin C MÔOYAM Whitening Serum Vitamin C - E & Hyaluronic Acid,KSh 399,KSh 798,3.8 out of 5
Vitamin C Anti-acne Brightening Moisturizing Anti-aging Vitamin Face Serum Essence,KSh 399,KSh 450,N/A
Vitamin C  Dr. Rashel Face Serum + Cream + Toner,"KSh 1,289","KSh 1,999",N/A
"Vitamin C Firming Anti Wrinkle, Anti Aging,Vitamin C Serum- 100ml",KSh 550,KSh 700,N/A
"Vitamin C Firming Anti Wrinkle, Anti Aging,Vitamin C Serum","KSh 1,250",N/A,N/A
Vitamin C Serum,KSh 820,"KSh 1,000",N/A
Vitamin C  Face Serum ,KSh 800,KSh 850,N/A
Vitamin C Hyaluronic Acid Anti-aging&Brightening Serum-100ml,KSh 799,KSh 899,3.5 out of 5
Vitamin C Dr. Rashel SET 4 IN 1Face Cleanser +Serum + Cream + Eye Serum,"KSh 1,689","KSh 1,800",N/A
Vitamin C  Infused Face Serum Moisturizing Anti-Aging Brightening Serum,KSh 899,KSh 999,N/A
"Vitamin C Firming Anti Wrinkle,Anti Aging, Anti-Acne, Serum",KSh 450,KSh 799,N/A
"Vitamin C Firming Anti Aging, Anti Wrinkle,Anti Acne,Vitamin C Serum.",KSh 799,"KSh 1,399",1 out of 5
Gluta C Whitening Glutathione And Vitamin C Serum,KSh 590,KSh 700,1 out of 5
Gluta C Whitening Glutathione And Vitamin C Serum,KSh 800,"KSh 1,600",N/A
Gluta C Flawless Skin Insta White Lightening Serum Glutathione Vitamin C,KSh 650,KSh 700,N/A
Gluta C Complexion Glutathione & Vitamin C Papaya Serum,KSh 650,"KSh 1,200",4 out of 5
Gluta C Flawless Skin Insta White Lightening Serum Glutathione Vitamin C,KSh 750,KSh 800,4 out of 5
Gluta C Flawless Skin Insta White Lightening Serum Glutathione Vitamin C,KSh 645,"KSh 1,200",N/A
Evolution Serum MABOX VITAMIN C SUPER SERUM ,"KSh 1,799","KSh 1,999",N/A
Gluta C Intense Whitening Serum With Glutathione Arbutin And Vitamin C,"KSh 1,920",N/A,N/A
Gluta C Intense Whitening Serum With Glutathione Arbutin And Vitamin C,"KSh 1,869","KSh 3,726",N/A
Vitamine Ultra Plus Vitamin E Multifunction Essence Antiaging Serum,KSh 750,KSh 800,5 out of 5
Vitamine Ultra Pure Vitamin E Serum & Anti Aging,KSh 750,KSh 900,3 out of 5
Vitamine Ultra Pure Vitamin E Anti- Aging Serum - 40ml,KSh 800,"KSh 1,200",5 out of 5
Vitamine Pure Vitamin E Serum,KSh 780,"KSh 1,500",5 out of 5
Vitamine Vitamin Ultra-Pure Vitamin E Anti- Aging Serum - 40ml,"KSh 1,000",N/A,N/A
Vitamine Ultra Pure Vitamin E Anti- Aging Serum - 40m,"KSh 3,400","KSh 3,600",N/A
Vitamine Ultra Pure Vitamin E Anti- Aging Serum - 40m,KSh 699,"KSh 1,200",N/A
Vitamine  Ultra Pure Vitamin E Serum & Anti Aging,KSh 799,"KSh 1,200",N/A
Vitamine Ultra Pure Vitamin E Anti- Aging Serum - 40ml,KSh 819,KSh 880,N/A
Vitamine Vitamin Ultra-Pure Vitamin E Anti- Aging Serum - 40ml,KSh 750,"KSh 1,000",3 out of 5
Gluta C Intense Whitening Glutathione&VitaminC Papaya Whitening Serum,KSh 590,"KSh 1,000",1 out of 5
Gold Touch Vitamin C Serum - 15ml,KSh 438,KSh 550,3.5 out of 5
"Tree of Life Vitamin C Serum For Hydrated,Flawless,younger And Perfect Skin","KSh 3,999","KSh 6,499",N/A
Naturals Vitamin C Facial Serum Rosehips Hyaluronic Acid Vitamin E,KSh 380,N/A,N/A
SADOER Vitamin C Face Serum + Vitamin C Cream Face Brightening Moisturizing And Repair Damaged Skin Set,KSh 549,KSh 999,N/A
Nuspa Vitamin C Serum for Face 31% Vitamin C,"KSh 4,450","KSh 4,700",N/A
Disaar Vitamin C Facial Serum VC - 100ml,KSh 599,N/A,5 out of 5
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum ,KSh 550,N/A,N/A
Dr. Rashel Vitamin-C Facial Serum Anti-aging&Dark Spots Face Cream+serum,KSh 850,"KSh 1,500",4.5 out of 5
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum - Dr Rashel,KSh 479,KSh 550,4.6 out of 5
SADOER Vitamin C Brightening Serum + Vitamin C Face Cream,KSh 599,KSh 900,4.1 out of 5
Garnier Vitamin C Booster Serum 30ml Twin Pack,"KSh 1,999","KSh 3,500",4.5 out of 5
Dr. Rashel Vitamin C Face Serum + Sunscreen,KSh 950,"KSh 1,500",4.2 out of 5
"SADOER 3 in 1, Salicylic Acid Acne Treatment Essence + Niacinamide Brightening Serum + Vitamin C Brightening Essence",KSh 799,"KSh 1,200",4 out of 5
"MOOYAM Vitamin C, Hyaluronic Acid, Niacinamide Vitamin E Super Serum",KSh 350,KSh 700,4.1 out of 5
"Dr. Rashel Vitamin C 3 IN 1 SET Face Cleanser, Serum + Cream","KSh 1,194","KSh 1,500",4.2 out of 5
SADOER Vitamin C Serum + Arbutin + Hyaluronic Acid Combo,KSh 599,"KSh 1,000",4.3 out of 5
SADOER Vitamin C Face Serum + Vitamin C Cream Face Brightening,KSh 499,KSh 900,4.4 out of 5
Garnier BRIGHT COMPLETE Anti-Acne Serum With 4% Vitamin C + Salicylic + Niacinamide + AHA for Acne Prone Skin 30 ml,"KSh 1,400","KSh 1,750",4.5 out of 5
Dr. Rashel Vitamin C Essense Toner+Face Serum+Face Cream,"KSh 1,188","KSh 1,500",4 out of 5
"Dr. Rashel Vitamin C Face Cleanser, Serum + Cream","KSh 1,090","KSh 1,300",4.1 out of 5
Mabox Vitamin C Face Serum Firming Anti-Aging Anti-Wrinkles Serum,KSh 849,"KSh 1,099",4.2 out of 5
"Dr. Rashel 3 In 1 Complete Serum Set - Vitamin C Serum, Hyaluronic Acid Serum, Retinol Serum","KSh 1,000","KSh 2,000",5 out of 5
Dr. Rashel Vitamin C SET 4 IN 1Face Cleanser +Serum + Cream + Eye Serum,"KSh 1,440","KSh 1,800",4.3 out of 5
"Mabox Vitamin C Face Serum Firming Anti Aging, Anti-Acne Face Serum",KSh 850,"KSh 1,099",4.7 out of 5
"Dr. Rashel Anti-aging Vitamin C 3 IN 1 SET Face Cleanser, Serum + Cream","KSh 1,130","KSh 1,500",3.8 out of 5
Dvee Organics Vitamin C serum with Hyaluronic Acid,"KSh 1,140","KSh 1,500",4.3 out of 5
"SADOER 4 in 1, Vitamin C Cream + Vitamin C Serum + Face Brightening Cleanser + Vitamin C Lip Brightening Lip balm",KSh 999,"KSh 1,500",3.8 out of 5
Lundborly Vitamin C Face Serum  Anti-Aging + Hyaluronic Acid & Vitamin E,KSh 375,KSh 550,4.3 out of 5
"Disaar 4Pcs Skin Care Set Vitamin C Face Serum, Cream, Cleanser & Eye Cream Pimples Black Face Spots",KSh 299 - KSh 999,"KSh 899 - KSh 2,000",N/A
Garnier BRIGHT COMPLETE Anti-Acne Serum With 4% Vitamin C + Salicylic + Niacinamide + AHA for Acne Prone Skin 30 ml,"KSh 1,400","KSh 1,750",N/A
Dr. Rashel  Vitamin C Face Cleanser +serum + Cream,"KSh 1,289","KSh 2,000",5 out of 5
SADOER Salicylic Acid Anti Acne Serum + Vitamin C Face Brightening Serum,KSh 550,KSh 800,3.8 out of 5
"Lundborly Vitamin C, Hyaluronic Acid,Vitamin E Anti Aging Serum",KSh 385,KSh 499,4 out of 5
Dr. Rashel Vitamin C Brightening & Anti- Aging FACE SERUM,KSh 500,KSh 850,N/A
Dr. Rashel Vitamin C Face Serum + Sunscreen,KSh 900,N/A,5 out of 5
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum - Dr Rashel,KSh 480,KSh 550,4 out of 5
Mabox Vitamin C Face Serum + Mabox Retinol Moisturizer Cream Serum,"KSh 2,099","KSh 3,499",4.3 out of 5
Pei Mei Vitamin C Face Serum,KSh 322,KSh 500,4 out of 5
Pei Mei Retinol C Serum + Vitamin C Serum - Brightening Moisturizing,KSh 625,KSh 900,3.9 out of 5
"SADOER Vitamin C Face Serum + Facial Cleanser, Face Brightening Set",KSh 550,KSh 900,3.5 out of 5
"Dr. Rashel 4in1 Set Vitamin C Series(Face+Eye Serum,Cream&Cleanser)","KSh 1,473","KSh 2,500",4.4 out of 5
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum - 50ml,KSh 700,"KSh 1,000",4.2 out of 5
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum - Dr Rashel,KSh 489,KSh 597,3.8 out of 5
"SADOER SADOER_Vitamin C Face Serum, Face Brightening Essence",KSh 335,N/A,3.2 out of 5
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum + Cream + Soap,"KSh 1,034","KSh 1,500",4.3 out of 5
Moroccan Argan Oil Anti Aging Whitening Vitamin C Jojoba Oil Serum - 50ml,KSh 450,KSh 750,5 out of 5
Fruit Of The Wokali Vitamin C Facial Serum Multi-Function Essence Anti-Aging Serum 40ml,KSh 503,"KSh 1,000",4 out of 5
Vitamin C Face Serum with Hyaluronic Acid & Vitamin E Moisturizing Brightening Face Serum Anti-Aging Facial Serum for Dark Spots,KSh 499,KSh 649,N/A
DR MEINAIER AHA face and body brightening serum with vitamin C & E  -500ml,KSh 750,"KSh 1,200",N/A
BB Clear Lightening Unifying Serum With AHA & Vitamin C,KSh 680,"KSh 1,000",N/A
"Dr. Rashel 4in1 Set Vitamin C Series(Face+Eye Serum,Cream&Cleanser)","KSh 1,473","KSh 2,500",N/A
"SADOER 3 Pcs Dark Spots Anti-Aging Starter Kit: Vitamin C Face Serum, Cream & Cleanser For All Skins",KSh 899,"KSh 1,700",N/A
Mabox Vitamin C Face Serum Firming Anti-Aging Anti-Wrinkles Serum,"KSh 1,250","KSh 1,500",N/A
Mabox Vitamin C Face Serum & Mabox Retinol Moisturizer Cream,"KSh 2,100","KSh 3,499",4.7 out of 5
"Dr. Rashel Vitamin C Set 4 In 1 Day/Night Creams, Cleanser And Serum","KSh 2,100","KSh 4,000",N/A
Dr. Rashel Vitamin-C Facial Serum Anti-aging&Dark Spots Face Serum,KSh 439,KSh 950,2 out of 5
"Dr. Rashel Vitamin C set of Face cleanser,  Toner, Cleansing milk, Face serum and Face cream","KSh 2,999","KSh 3,999",N/A
Dr. Rashel Vitamin C Face Serum -50ml,KSh 489,KSh 700,1 out of 5
"Dr. Rashel Vitamin C 3 IN 1 SET Face Cleanser, Serum + Cream","KSh 1,194","KSh 1,500",4.2 out of 5
Boots Vitamin C Brightening Body Serum,"KSh 4,250","KSh 4,800",N/A
Beauty Formulas BRIGHTENING VITAMIN C FACIAL SERUM 30ML,KSh 999,"KSh 1,500",N/A
"Dr. Rashel 4in1 Set Vitamin C Series(Face+Eye Serum,Cream&Cleanser)","KSh 1,473","KSh 2,500",4.4 out of 5
Roushun Vitamin C Face Serum,KSh 500,N/A,4.5 out of 5
SADOER Vitamin C Face Cream + Vitamin C Serum + Face Brightening Cleanser + Vitamin C Lip Brightening Lip Balm + Exfollator + Soap + Facial Masks + Face Toner + Brightening Spray + Sunscreen+  Eye Cream,"KSh 266 - KSh 5,169","KSh 283 - KSh 5,499",N/A
Dr. Rashel  Vitamin C Face Cleanser +serum + Cream,"KSh 1,289","KSh 2,000",5 out of 5
"Fruit Of The Wokali 99% Vitamin C Facial Serum For Dark Spots, Anti-aging, Lines",KSh 599,"KSh 1,000",4.1 out of 5
Disaar Vitamin C Face Facial Serum 30ml,KSh 375,KSh 700,5 out of 5
Balance Active Formula Vitamin C Brightening Power Serum Glow And Radiance 30ml,"KSh 1,600","KSh 3,000",N/A
"SADOER 4 in 1, Vitamin C Cream + Vitamin C Serum + Face Brightening Cleanser + Vitamin C Lip Brightening Lip balm",KSh 999,"KSh 1,500",3.8 out of 5
Cerave Skin Renewing Serum - 10% Pure Vitamin C& Hyaluronic Acid,"KSh 2,550","KSh 3,500",N/A
Dr. Rashel Vitamin C Essence Toner + Face Serum,KSh 814,"KSh 1,100",2.8 out of 5
Garnier Vitamin C Booster Serum 30ml Twin Pack,"KSh 1,999","KSh 3,500",4.5 out of 5
Dr. Rashel Vitamin C SET 4 IN 1 Face Cleanser +Serum + Cream + Eye Serum,"KSh 1,399","KSh 1,800",5 out of 5
Fashion Bright Complete 30 X Vitamin C Booster Serum 30ml,KSh 999,"KSh 1,200",N/A
Dr. Rashel Vitamin C Face Serum & Face Cream Hyaluronic Anti-Aging Set,KSh 899,"KSh 1,200",5 out of 5
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum - Dr Rashel,KSh 479,KSh 550,4.6 out of 5
Moroccan Argan Oil Anti Aging 3 Tripe Serum Jojoba For all Skin with vitamin c serum,KSh 425,KSh 750,N/A
Bio Balance BIOBALANCE PURE VITAMIN C SERUM,"KSh 3,350",N/A,5 out of 5
Dr. Rashel Vitamin C Essense Toner+Face Serum+day Cream,"KSh 1,179","KSh 2,000",5 out of 5
Lundborly Vitamin C Face Serum Anti-aging Anti-Wrinkle Face Serum,KSh 499,KSh 849,N/A
QBD Vitamin C+Hyaluronic Acid Anti-aging&Brightening Serum,KSh 499,KSh 800,4.4 out of 5
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum + Cream + Soap,"KSh 1,034","KSh 1,500",4.3 out of 5
Roushun 20% Vitamin C Hyaluronic Professional Brightening Serum,"KSh 1,100","KSh 2,000",N/A
Pei Mei Vitamin C Face Serum,KSh 322,KSh 500,4 out of 5
"Simple 10% Vitamins C Facial Serum Brightens,nourish And Moisturize","KSh 2,499","KSh 3,500",N/A
"Fruit Of The Wokali 99% Vitamin C Facial Serum For Dark Spots, Anti-aging, Lines",KSh 589,KSh 860,N/A
"SADOER 5Pcs Sadoer Vitamin C Whitening Skin Care Set: Face Cream, Serum, Eye Cream, Exfoliator & Cleanser","KSh 1,399","KSh 2,000",5 out of 5
Dr. Rashel Vitamin-C Facial Serum Anti-aging&Dark Spots Face Cream+serum,KSh 850,"KSh 1,500",4.5 out of 5
Fair & White Serum Exclusive Whitenizer Vitamin C,"KSh 2,399","KSh 3,000",5 out of 5
Roushun oushun vitamin c serum premium anti aging and skin firming,KSh 999,"KSh 1,200",N/A
Garnier BRIGHT COMPLETE Anti-Acne Serum With 4% Vitamin C + Salicylic + Niacinamide + AHA for Acne Prone Skin 30 ml,"KSh 1,400","KSh 1,750",4.5 out of 5
OZNATURALS Vitamin C Facial Serum,KSh 999,"KSh 1,300",N/A
Dr. Rashel Vitamin C Niacinamide & Brightening Primer Serum-100ml.,KSh 459,N/A,4.2 out of 5
Dr. Rashel Vitamin C Face Cream + Face Serum + Eye Serum,"KSh 1,189","KSh 1,200",4.2 out of 5
Beauty Dr. Rashel Vitamin C & Niacinamide Brightening Primer Serum,KSh 949,KSh 999,4 out of 5
"SADOER Vitamin C Face Serum, Face Brightening Essence",KSh 320,KSh 500,5 out of 5
Fair & White Anti Dark Spot Vitamin C Extra Serum 30ml,"KSh 3,250",N/A,4 out of 5
Goodal Green Tangerine Vitamin C Serum,"KSh 6,850","KSh 7,500",N/A
Roushun oushun vitamin c serum premium anti aging and skin firming,KSh 700,N/A,N/A
Dr. Rashel Vitamin C SET 4 IN 1Face Cleanser +Serum + Cream + Eye Serum,"KSh 1,440","KSh 1,800",4.3 out of 5
Naturals Vitamin C Facial Serum Rosehips Hyaluronic Acid Vitamin E,KSh 330,KSh 500,2 out of 5
CrazyLife Vitamin C Face Serum Anti-aging & Anti-acne Remedy,KSh 320,KSh 500,5 out of 5
Fruit Of The Wokali Snail Repairing Anti-aging Cream+Vitamin C Facial Serum,KSh 837,"KSh 1,200",4.2 out of 5
QBD Skincare Vitamin C Serum,KSh 650,KSh 750,N/A
"Dr. Rashel Vitamin C & Hyaluronic Acid Soap, Serum & Cream Starter Kit","KSh 1,190","KSh 1,500",4 out of 5
Dr. Davey Vitamin C Brightening & Anti-Aging Face Serum -30ml,KSh 400,N/A,4 out of 5
"Radha Beauty Vitamin C Serum For Anti-Aging, Wrinkles & Glowing Healthy Skin","KSh 4,190","KSh 5,500",N/A
Fruit Of The Wokali  Snail Repairing Cream + Vitamin C Facial Serum,KSh 827,"KSh 1,000",5 out of 5
Mabox More Perfect Hyaluronic Acid Facial Serum With Vitamin C&E-30ml,"KSh 1,470","KSh 2,500",5 out of 5
Lundborly Vitamin C Face Serum Anti-aging Anti-wrinkle Firming,KSh 499,KSh 899,N/A
SADOER Vitamin C Serum + Arbutin + Hyaluronic Acid Combo,KSh 599,"KSh 1,000",4.3 out of 5
Mabox Vitamin C Face Serum Firming Anti-Aging Anti-Wrinkles Serum,KSh 849,"KSh 1,099",4.2 out of 5
"Dr. Rashel Vitamin C Face Cleanser,Serum +Cream","KSh 1,199",N/A,N/A
"Disaar 3 IN 1 HA Vitamin C Glow & Moisture Whitening Face Cream, Face Serum &","KSh 399 - KSh 1,199","KSh 600 - KSh 2,000",N/A
Garnier Vitamin C Booster Serum 30ml Twin Pack,"KSh 2,700","KSh 3,500",4.6 out of 5
"Lundborly Vitamin C Face Serum Firming Anti Wrinkle,Anti Aging Face Serum",KSh 385,KSh 500,4.1 out of 5
Mabox Vitamin C Serum,KSh 699,"KSh 1,000",5 out of 5
"Lundborly Vitamin C, Hyaluronic Acid,Vitamin E Anti Aging Serum",KSh 385,KSh 499,4 out of 5
Pei Mei Vitamin C Whitening And Moisturising  Serum - 30ml,KSh 325,KSh 650,3.2 out of 5
"Dr. Rashel  3 In 1 Complete Serum Set (Vitamin C Serum, Hyaluronic Acid Serum, Retinol Serum)",KSh 990,KSh 995,5 out of 5
Fruit Of The Wokali Vitamin C Serum And Cream Combo Pack,KSh 849,"KSh 1,300",4 out of 5
Dr. Rashel Vitamin C Brightening & Anti- Aging FACE SERUM,KSh 500,KSh 850,N/A
Dr. Rashel Vitamin C Face Cleanser +Serum + Cream +Eye Serum,"KSh 1,405","KSh 2,000",4.4 out of 5
ACNES C10- 10% Pure Vitamin C Serum,"KSh 2,750","KSh 3,380",4.4 out of 5
